,Date,state,LaborForce,UnemploymentRate
231,2000-05-01,New jersey,4284575.0,3.6
232,2000-05-01,North Carolina,4133490.0,3.5
233,2000-05-01,North Dakota,341975.0,2.9
234,2000-05-01,Ohio,5789756.0,4.1
235,2000-05-01,Oklahoma,1659582.0,3.1
236,2000-05-01,Oregon,1821537.0,5.1
237,2000-05-01,Pennsylvania,6098600.0,4.0
238,2000-05-01,Rhode island,543780.0,4.1
239,2000-05-01,South Carolina,1997557.0,3.8
240,2000-05-01,South Dakota,408782.0,2.4
241,2000-05-01,Tennessee,2844087.0,3.9
242,2000-05-01,Texas,10360899.0,4.3
243,2000-05-01,Utah,1138332.0,3.2
244,2000-05-01,Vermont,330799.0,2.7
245,2000-05-01,Virginia,3597365.0,2.3
246,2000-05-01,Washington,3065479.0,5.1
247,2000-05-01,West Virginia,808649.0,5.4
248,2000-05-01,Wisconsin,2970767.0,3.5
249,2000-05-01,Wyoming,266236.0,3.8
250,2000-06-01,Alabama,2132623.0,4.5
251,2000-06-01,Alaska,319766.0,6.4
252,2000-06-01,Arizona,2502998.0,4.0
253,2000-06-01,Arkansas,1260089.0,4.2
254,2000-06-01,California,16866287.0,5.1
255,2000-06-01,Colorado,2357302.0,2.8
256,2000-06-01,Connecticut,1764692.0,2.3
257,2000-06-01,Delaware,413343.0,3.8
258,2000-06-01,Florida,7843623.0,3.8
259,2000-06-01,Georgia,4225755.0,3.7
260,2000-06-01,Hawaii,605133.0,4.2
261,2000-06-01,Idaho,659082.0,4.7
262,2000-06-01,Illinois,6496077.0,4.3
263,2000-06-01,Indiana,3128446.0,3.3
264,2000-06-01,Iowa,1585754.0,2.6
265,2000-06-01,Kansas,1408039.0,3.6
266,2000-06-01,Kentucky,1962889.0,4.1
267,2000-06-01,Louisiana,2033038.0,5.2
268,2000-06-01,Maine,679395.0,3.3
269,2000-06-01,Maryland,2801220.0,3.7
270,2000-06-01,Massachusetts,3320616.0,2.6
271,2000-06-01,Michigan,5163919.0,3.7
272,2000-06-01,Minnesota,2808736.0,3.0
273,2000-06-01,Mississippi,1324402.0,5.5
274,2000-06-01,Missouri,2948918.0,3.4
275,2000-06-01,Montana,468032.0,5.0
276,2000-06-01,Nebraska,945069.0,2.8
277,2000-06-01,Nevada,1064200.0,4.1
278,2000-06-01,New Hampshire,687780.0,2.7
279,2000-06-01,New Mexico,844378.0,4.9
280,2000-06-01,New York,9126545.0,4.6
281,2000-06-01,New jersey,4280052.0,3.6
282,2000-06-01,North Carolina,4138090.0,3.6
283,2000-06-01,North Dakota,342231.0,2.9
284,2000-06-01,Ohio,5786238.0,4.1
285,2000-06-01,Oklahoma,1659412.0,3.1
286,2000-06-01,Oregon,1821849.0,5.2
287,2000-06-01,Pennsylvania,6100213.0,4.1
288,2000-06-01,Rhode island,543885.0,4.1
289,2000-06-01,South Carolina,1996023.0,3.8
290,2000-06-01,South Dakota,408367.0,2.4
291,2000-06-01,Tennessee,2839455.0,3.9
292,2000-06-01,Texas,10355498.0,4.3
293,2000-06-01,Utah,1140607.0,3.3
294,2000-06-01,Vermont,331203.0,2.8
295,2000-06-01,Virginia,3595504.0,2.3
296,2000-06-01,Washington,3060176.0,5.1
297,2000-06-01,West Virginia,808363.0,5.4
298,2000-06-01,Wisconsin,2971948.0,3.6
299,2000-06-01,Wyoming,266591.0,3.8
300,2000-07-01,Alabama,2130313.0,4.5
301,2000-07-01,Alaska,319777.0,6.4
302,2000-07-01,Arizona,2503457.0,4.0
303,2000-07-01,Arkansas,1257820.0,4.2
304,2000-07-01,California,16883614.0,5.0
305,2000-07-01,Colorado,2356861.0,2.8
306,2000-07-01,Connecticut,1762901.0,2.3
307,2000-07-01,Delaware,414712.0,3.8
308,2000-07-01,Florida,7854270.0,3.8
309,2000-07-01,Georgia,4225523.0,3.7
310,2000-07-01,Hawaii,604857.0,4.2
311,2000-07-01,Idaho,660000.0,4.7
312,2000-07-01,Illinois,6485284.0,4.3
313,2000-07-01,Indiana,3120861.0,3.1
314,2000-07-01,Iowa,1586373.0,2.6
315,2000-07-01,Kansas,1404368.0,3.6
316,2000-07-01,Kentucky,1961421.0,4.1
317,2000-07-01,Louisiana,2028950.0,5.2
318,2000-07-01,Maine,677792.0,3.3
319,2000-07-01,Maryland,2803762.0,3.7
320,2000-07-01,Massachusetts,3318704.0,2.6
321,2000-07-01,Michigan,5158191.0,3.8
322,2000-07-01,Minnesota,2813086.0,3.1
323,2000-07-01,Mississippi,1321846.0,5.4
324,2000-07-01,Missouri,2951489.0,3.5
325,2000-07-01,Montana,467724.0,5.0
326,2000-07-01,Nebraska,945175.0,2.8
327,2000-07-01,Nevada,1068902.0,4.1
328,2000-07-01,New Hampshire,688447.0,2.7
329,2000-07-01,New Mexico,845707.0,4.9
330,2000-07-01,New York,9117373.0,4.6
331,2000-07-01,New jersey,4276328.0,3.7
332,2000-07-01,North Carolina,4140751.0,3.7
333,2000-07-01,North Dakota,342537.0,2.9
334,2000-07-01,Ohio,5782129.0,4.1
335,2000-07-01,Oklahoma,1659454.0,3.1
336,2000-07-01,Oregon,1821305.0,5.2
337,2000-07-01,Pennsylvania,6102279.0,4.1
338,2000-07-01,Rhode island,543886.0,4.1
339,2000-07-01,South Carolina,1993627.0,3.7
340,2000-07-01,South Dakota,408038.0,2.4
341,2000-07-01,Tennessee,2835491.0,4.0
342,2000-07-01,Texas,10353750.0,4.2
343,2000-07-01,Utah,1142892.0,3.3
344,2000-07-01,Vermont,331566.0,2.9
345,2000-07-01,Virginia,3595262.0,2.3
346,2000-07-01,Washington,3054823.0,5.2
347,2000-07-01,West Virginia,808136.0,5.4
348,2000-07-01,Wisconsin,2972549.0,3.7
349,2000-07-01,Wyoming,266974.0,3.9
350,2000-08-01,Alabama,2128594.0,4.5
351,2000-08-01,Alaska,319719.0,6.4
352,2000-08-01,Arizona,2505964.0,3.9
353,2000-08-01,Arkansas,1255550.0,4.2
354,2000-08-01,California,16903091.0,5.0
355,2000-08-01,Colorado,2357452.0,2.8
356,2000-08-01,Connecticut,1761428.0,2.2
357,2000-08-01,Delaware,415974.0,3.8
358,2000-08-01,Florida,7868460.0,3.7
359,2000-08-01,Georgia,4224983.0,3.6
360,2000-08-01,Hawaii,604851.0,4.1
361,2000-08-01,Idaho,660985.0,4.8
362,2000-08-01,Illinois,6476765.0,4.3
363,2000-08-01,Indiana,3114439.0,3.0
364,2000-08-01,Iowa,1588139.0,2.7
365,2000-08-01,Kansas,1401014.0,3.6
366,2000-08-01,Kentucky,1961456.0,4.1
367,2000-08-01,Louisiana,2027366.0,5.3
368,2000-08-01,Maine,676247.0,3.3
369,2000-08-01,Maryland,2807112.0,3.7
370,2000-08-01,Massachusetts,3319366.0,2.6
371,2000-08-01,Michigan,5154301.0,3.8
372,2000-08-01,Minnesota,2818258.0,3.2
373,2000-08-01,Mississippi,1318852.0,5.4
374,2000-08-01,Missouri,2957543.0,3.6
375,2000-08-01,Montana,467304.0,5.0
376,2000-08-01,Nebraska,945312.0,2.8
377,2000-08-01,Nevada,1073640.0,4.2
378,2000-08-01,New Hampshire,689098.0,2.7
379,2000-08-01,New Mexico,847239.0,4.9
380,2000-08-01,New York,9113416.0,4.5
381,2000-08-01,New jersey,4274539.0,3.7
382,2000-08-01,North Carolina,4143288.0,3.8
383,2000-08-01,North Dakota,342854.0,3.0
384,2000-08-01,Ohio,5779731.0,4.0
385,2000-08-01,Oklahoma,1659673.0,3.0
386,2000-08-01,Oregon,1820228.0,5.2
387,2000-08-01,Pennsylvania,6105998.0,4.2
388,2000-08-01,Rhode island,543840.0,4.2
389,2000-08-01,South Carolina,1991513.0,3.7
390,2000-08-01,South Dakota,407867.0,2.5
391,2000-08-01,Tennessee,2833678.0,4.0
392,2000-08-01,Texas,10359140.0,4.2
393,2000-08-01,Utah,1145409.0,3.4
394,2000-08-01,Vermont,331950.0,2.9
395,2000-08-01,Virginia,3598924.0,2.2
396,2000-08-01,Washington,3050447.0,5.3
397,2000-08-01,West Virginia,808253.0,5.5
398,2000-08-01,Wisconsin,2973678.0,3.7
399,2000-08-01,Wyoming,267361.0,3.9
400,2000-09-01,Alabama,2127432.0,4.5
401,2000-09-01,Alaska,319625.0,6.4
402,2000-09-01,Arizona,2510866.0,3.9
403,2000-09-01,Arkansas,1253620.0,4.2
404,2000-09-01,California,16927979.0,4.9
405,2000-09-01,Colorado,2359410.0,2.8
406,2000-09-01,Connecticut,1760482.0,2.2
407,2000-09-01,Delaware,417246.0,3.9
408,2000-09-01,Florida,7887105.0,3.7
409,2000-09-01,Georgia,4226525.0,3.5
410,2000-09-01,Hawaii,605219.0,4.1
411,2000-09-01,Idaho,662019.0,4.8
412,2000-09-01,Illinois,6472215.0,4.3
413,2000-09-01,Indiana,3111328.0,2.9
414,2000-09-01,Iowa,1590758.0,2.7
415,2000-09-01,Kansas,1398459.0,3.7
416,2000-09-01,Kentucky,1962928.0,4.2
417,2000-09-01,Louisiana,2028697.0,5.4
418,2000-09-01,Maine,674992.0,3.3
419,2000-09-01,Maryland,2811536.0,3.7
420,2000-09-01,Massachusetts,3322691.0,2.6
421,2000-09-01,Michigan,5153830.0,3.9
422,2000-09-01,Minnesota,2823635.0,3.3
423,2000-09-01,Mississippi,1315831.0,5.2
424,2000-09-01,Missouri,2967517.0,3.8
425,2000-09-01,Montana,466889.0,4.9
426,2000-09-01,Nebraska,945539.0,2.9
427,2000-09-01,Nevada,1078406.0,4.3
428,2000-09-01,New Hampshire,689971.0,2.6
429,2000-09-01,New Mexico,848903.0,4.9
430,2000-09-01,New York,9116092.0,4.5
431,2000-09-01,New jersey,4274273.0,3.8
432,2000-09-01,North Carolina,4148062.0,3.9
433,2000-09-01,North Dakota,343158.0,3.0
434,2000-09-01,Ohio,5780759.0,4.0
435,2000-09-01,Oklahoma,1660124.0,3.0
436,2000-09-01,Oregon,1819174.0,5.2
437,2000-09-01,Pennsylvania,6112288.0,4.2
438,2000-09-01,Rhode island,543806.0,4.1
439,2000-09-01,South Carolina,1990790.0,3.7
440,2000-09-01,South Dakota,407909.0,2.5
441,2000-09-01,Tennessee,2834362.0,3.9
442,2000-09-01,Texas,10371939.0,4.1
443,2000-09-01,Utah,1148144.0,3.5
444,2000-09-01,Vermont,332411.0,2.9
445,2000-09-01,Virginia,3606796.0,2.2
446,2000-09-01,Washington,3047655.0,5.3
447,2000-09-01,West Virginia,808785.0,5.5
448,2000-09-01,Wisconsin,2976359.0,3.7
449,2000-09-01,Wyoming,267730.0,3.9
450,2000-10-01,Alabama,2126852.0,4.6
451,2000-10-01,Alaska,319530.0,6.4
452,2000-10-01,Arizona,2518133.0,3.9
453,2000-10-01,Arkansas,1252246.0,4.3
454,2000-10-01,California,16959864.0,4.8
455,2000-10-01,Colorado,2362477.0,2.8
456,2000-10-01,Connecticut,1760120.0,2.2
457,2000-10-01,Delaware,418586.0,3.9
458,2000-10-01,Florida,7910710.0,3.7
459,2000-10-01,Georgia,4231594.0,3.4
460,2000-10-01,Hawaii,605983.0,4.0
461,2000-10-01,Idaho,663216.0,4.8
462,2000-10-01,Illinois,6472347.0,4.4
463,2000-10-01,Indiana,3112778.0,2.9
464,2000-10-01,Iowa,1593830.0,2.8
465,2000-10-01,Kansas,1396925.0,3.8
466,2000-10-01,Kentucky,1965207.0,4.2
467,2000-10-01,Louisiana,2032548.0,5.6
468,2000-10-01,Maine,674135.0,3.3
469,2000-10-01,Maryland,2816750.0,3.6
470,2000-10-01,Massachusetts,3328722.0,2.6
471,2000-10-01,Michigan,5157157.0,3.9
472,2000-10-01,Minnesota,2828747.0,3.3
473,2000-10-01,Mississippi,1313321.0,5.1
474,2000-10-01,Missouri,2980523.0,4.0
475,2000-10-01,Montana,466574.0,4.9
476,2000-10-01,Nebraska,945921.0,2.9
477,2000-10-01,Nevada,1083230.0,4.4
478,2000-10-01,New Hampshire,691199.0,2.6
479,2000-10-01,New Mexico,850596.0,4.9
480,2000-10-01,New York,9124683.0,4.4
481,2000-10-01,New jersey,4274352.0,3.8
482,2000-10-01,North Carolina,4156817.0,4.0
483,2000-10-01,North Dakota,343428.0,3.0
484,2000-10-01,Ohio,5785564.0,3.9
485,2000-10-01,Oklahoma,1661165.0,2.9
486,2000-10-01,Oregon,1818581.0,5.1
487,2000-10-01,Pennsylvania,6121994.0,4.2
488,2000-10-01,Rhode island,543873.0,4.1
489,2000-10-01,South Carolina,1992277.0,3.7
490,2000-10-01,South Dakota,408177.0,2.5
491,2000-10-01,Tennessee,2837370.0,3.9
492,2000-10-01,Texas,10390780.0,4.1
493,2000-10-01,Utah,1151019.0,3.6
494,2000-10-01,Vermont,332931.0,2.9
495,2000-10-01,Virginia,3618451.0,2.1
496,2000-10-01,Washington,3046555.0,5.3
497,2000-10-01,West Virginia,809711.0,5.5
498,2000-10-01,Wisconsin,2981215.0,3.7
499,2000-10-01,Wyoming,268053.0,3.9
500,2000-11-01,Alabama,2126907.0,4.6
501,2000-11-01,Alaska,319459.0,6.4
502,2000-11-01,Arizona,2527291.0,3.9
503,2000-11-01,Arkansas,1251531.0,4.3
504,2000-11-01,California,16997809.0,4.8
505,2000-11-01,Colorado,2365870.0,2.7
506,2000-11-01,Connecticut,1760275.0,2.3
507,2000-11-01,Delaware,419944.0,3.9
508,2000-11-01,Florida,7938329.0,3.7
509,2000-11-01,Georgia,4240279.0,3.4
510,2000-11-01,Hawaii,607116.0,4.0
511,2000-11-01,Idaho,664677.0,4.8
512,2000-11-01,Illinois,6476902.0,4.5
513,2000-11-01,Indiana,3118715.0,3.0
514,2000-11-01,Iowa,1597030.0,2.9
515,2000-11-01,Kansas,1396170.0,3.8
516,2000-11-01,Kentucky,1967701.0,4.3
517,2000-11-01,Louisiana,2037795.0,5.7
518,2000-11-01,Maine,673671.0,3.2
519,2000-11-01,Maryland,2821958.0,3.6
520,2000-11-01,Massachusetts,3337015.0,2.7
521,2000-11-01,Michigan,5163212.0,4.0
522,2000-11-01,Minnesota,2833383.0,3.4
523,2000-11-01,Mississippi,1311625.0,5.1
524,2000-11-01,Missouri,2994421.0,4.2
525,2000-11-01,Montana,466423.0,4.8
526,2000-11-01,Nebraska,946489.0,2.9
527,2000-11-01,Nevada,1088048.0,4.5
528,2000-11-01,New Hampshire,692708.0,2.6
529,2000-11-01,New Mexico,852167.0,4.9
530,2000-11-01,New York,9135828.0,4.3
531,2000-11-01,New jersey,4273777.0,3.8
532,2000-11-01,North Carolina,4169397.0,4.1
533,2000-11-01,North Dakota,343651.0,2.9
534,2000-11-01,Ohio,5793467.0,3.8
535,2000-11-01,Oklahoma,1662931.0,2.9
536,2000-11-01,Oregon,1818641.0,5.1
537,2000-11-01,Pennsylvania,6134560.0,4.3
538,2000-11-01,Rhode island,544065.0,4.1
539,2000-11-01,South Carolina,1996135.0,3.8
540,2000-11-01,South Dakota,408625.0,2.6
541,2000-11-01,Tennessee,2842158.0,3.9
542,2000-11-01,Texas,10413547.0,4.0
543,2000-11-01,Utah,1153832.0,3.7
544,2000-11-01,Vermont,333485.0,2.9
545,2000-11-01,Virginia,3632208.0,2.1
546,2000-11-01,Washington,3046676.0,5.4
547,2000-11-01,West Virginia,810955.0,5.4
548,2000-11-01,Wisconsin,2988175.0,3.7
549,2000-11-01,Wyoming,268322.0,3.9
550,2000-12-01,Alabama,2127030.0,4.6
551,2000-12-01,Alaska,319455.0,6.4
552,2000-12-01,Arizona,2537351.0,3.9
553,2000-12-01,Arkansas,1251430.0,4.4
554,2000-12-01,California,17036809.0,4.7
555,2000-12-01,Colorado,2368896.0,2.7
556,2000-12-01,Connecticut,1760779.0,2.4
557,2000-12-01,Delaware,421163.0,3.9
558,2000-12-01,Florida,7967452.0,3.7
559,2000-12-01,Georgia,4250682.0,3.4
560,2000-12-01,Hawaii,608459.0,4.0
561,2000-12-01,Idaho,666404.0,4.8
562,2000-12-01,Illinois,6484014.0,4.6
563,2000-12-01,Indiana,3127358.0,3.1
564,2000-12-01,Iowa,1599986.0,3.0
565,2000-12-01,Kansas,1395628.0,3.9
566,2000-12-01,Kentucky,1969532.0,4.4
567,2000-12-01,Louisiana,2042652.0,5.7
568,2000-12-01,Maine,673584.0,3.3
569,2000-12-01,Maryland,2826117.0,3.6
570,2000-12-01,Massachusetts,3346514.0,2.8
571,2000-12-01,Michigan,5169633.0,4.2
572,2000-12-01,Minnesota,2837269.0,3.4
573,2000-12-01,Mississippi,1310386.0,5.0
574,2000-12-01,Missouri,3006359.0,4.3
575,2000-12-01,Montana,466461.0,4.7
576,2000-12-01,Nebraska,947214.0,2.9
577,2000-12-01,Nevada,1092671.0,4.6
578,2000-12-01,New Hampshire,694282.0,2.7
579,2000-12-01,New Mexico,853505.0,4.9
